nu,sw,nu-err,sw-err,nu-ref,sw-ref
3172.856147,4.374e-25,1,6,752,752
3172.86092,6.53e-25,1,6,752,752
3172.863322,1.75e-27,2,3,247,744
3172.870594,1.109e-24,3,6,752,752
3172.871918,2.077e-29,1,3,744,744
3172.89545,2.622e-26,3,3,744,744
3172.902922,1.915e-26,3,3,245,242
3172.90355,8.694e-28,2,3,247,744
3172.936417,3.385e-28,2,3,247,744
3172.939095,5.857e-28,1,6,752,752
3172.939912,1.519e-27,3,5,752,752
3172.945179,2.457e-26,3,3,245,242
3172.947521,2.896e-27,3,6,752,752
3172.976647,5.736e-27,1,6,752,752
3173.008739,6.219e-29,3,3,245,242
3173.015648,4.583e-29,1,4,752,752
3173.061706,8.171e-27,3,3,247,744
3173.095947,1.167e-29,1,6,752,752
3173.151437,1.601e-26,3,3,245,242
3173.168221,7.898e-26,3,6,752,752
3173.171848,1.845e-29,1,6,752,752
3173.200832,4.616e-26,3,6,752,752
3173.23107,5.014e-27,1,5,752,752
3173.231622,3.06e-27,3,3,245,242
3173.296303,1.97e-26,3,3,245,242
3173.320847,5.856e-26,3,3,245,242
3173.339712,5.432e-26,3,6,752,752
3173.36025,9.485e-23,4,5,744,744
3173.360395,2.941e-28,2,3,247,744
3173.36118,4.281e-27,1,5,752,752
3173.370942,9.49e-23,4,5,744,744
3173.375678,4.483e-27,3,3,245,242
3173.384921,1.446e-27,3,6,752,752
3173.39154,1.113e-29,1,3,744,744
3173.413557,2.34e-27,3,3,245,242
3173.42696,3.122e-27,3,3,245,242
3173.486029,5.104e-28,2,3,247,744
3173.495567,4.169e-27,3,6,752,752
3173.511042,4.7e-27,3,6,752,752
3173.525586,2.531e-28,3,3,245,242
3173.537156,1.053e-28,1,6,752,752
3173.578597,2.392e-27,1,6,752,752
3173.594525,5.244e-27,1,6,752,752
3173.596485,1.435e-28,3,3,245,242
3173.602763,7.892e-25,3,3,239,257
3173.629516,2.049e-25,3,3,239,257
3173.63596,1.11e-25,3,6,752,752
3173.640912,8.507e-29,2,3,247,744
3173.652965,7.788e-28,2,3,247,744
3173.672932,6.278e-27,3,6,752,752
3173.675585,4.439e-26,3,6,752,752
3173.684512,5.466e-27,3,6,752,752
3173.694197,1.425e-24,4,4,247,744
3173.710937,1.832e-24,4,5,744,744
3173.715987,3.515e-26,1,6,752,752
3173.716267,6.634e-27,3,6,752,752
3173.755055,1.059e-27,2,3,247,744
3173.761164,2.449e-26,3,6,752,752
3173.784452,3.525e-28,3,5,752,752
3173.786561,2.966e-26,3,6,752,752
3173.798498,6.486e-25,4,3,744,744
3173.807343,8.987e-24,4,5,744,744
3173.852361,6.382e-27,1,6,752,752
3173.858645,6.327e-27,1,6,752,752
3173.880272,1.01e-24,4,5,744,744
3173.89451,9.335e-27,1,6,752,752
3173.895272,3.822e-24,4,5,744,744
3173.907722,4.763e-29,2,3,247,744
3173.909232,3.489e-25,1,6,752,752
3173.910842,7.94e-27,3,6,752,752
3173.932967,9.904e-26,3,6,752,752
3173.936646,2.157e-26,1,6,752,752
3173.938765,1.981e-23,4,5,744,744
3173.96524,1.921e-26,1,6,752,752
3173.981657,4.593e-29,2,3,247,744
3173.994474,3.394e-25,1,6,752,752
3174.002697,5.09e-24,4,5,744,744
3174.005152,4.516e-26,3,6,752,752
3174.006003,6.363e-24,4,4,247,744
3174.012446,2.747e-24,4,5,744,744
3174.020925,6.982e-25,3,3,744,744
3174.027609,2.468e-28,2,3,247,744
3174.037872,3.616e-26,3,6,752,752
3174.045266,1.566e-27,1,6,752,752
3174.075385,1.455e-26,3,6,752,752
3174.084432,2.574e-27,2,3,247,744
3174.087266,2.336e-29,1,4,752,752
3174.111914,2.445e-26,1,6,752,752
3174.117714,2.463e-25,3,3,239,257
3174.139321,1.6e-27,3,6,752,752
3174.142747,1.653e-26,1,6,752,752
3174.149512,1.09e-28,3,6,752,752
3174.15335,9.589e-27,1,6,752,752
3174.172072,9.014e-24,4,5,744,744
3174.18083,5.339e-28,3,3,245,242
3174.191643,6.112e-24,4,5,744,744
3174.197038,3.072e-24,4,5,744,744
3174.198121,1.545e-24,4,5,744,744
3174.206856,3.707e-28,3,3,245,254
3174.209715,9.075e-27,1,6,752,752
3174.221852,3.717e-27,3,6,752,752
3174.223855,2.795e-29,1,3,744,744
3174.233264,3.243e-26,3,6,752,752
3174.233446,4.954e-27,3,6,752,752
3174.24151,3.325e-27,3,3,245,242
3174.245366,1.227e-26,1,6,752,752
3174.255642,3.667e-26,3,6,752,752
3174.270291,7.853e-24,4,5,744,744
3174.297713,1.259e-26,1,6,752,752
3174.30397,1.823e-26,1,6,752,752
3174.306195,1.373e-25,4,5,744,744
3174.311456,3.12e-25,1,6,752,752
3174.313378,2.166e-24,4,4,247,744
3174.334962,9.605e-25,3,3,744,744
3174.349773,2.243e-26,1,6,752,752
3174.355647,3.288e-27,2,3,247,744
3174.361064,1.207e-25,5,3,245,242
3174.361924,8.146e-28,1,6,752,752
3174.370681,2.294e-25,4,5,744,744
3174.373004,1.028e-24,3,3,239,257
3174.38002,2.118e-27,3,3,245,242
3174.392905,1.441e-28,3,3,245,242
3174.394844,1.866e-27,3,3,245,242
3174.395512,1.644e-25,5,3,245,242
3174.396748,5.729e-23,4,5,744,744
3174.397584,4.1e-28,1,4,752,752
3174.40636,1.357e-25,3,6,752,752
3174.410233,3.744e-28,3,3,245,242
3174.420185,2.07e-26,3,6,752,752
3174.424843,9.429e-24,4,5,744,744
3174.449941,9.544e-28,3,3,245,242
3174.467313,5.79e-26,1,6,752,752
3174.484397,1.309e-28,1,6,752,752
3174.489327,5.004e-27,1,5,752,752
3174.493025,3.352e-23,3,4,744,744
3174.495795,1.69e-23,4,5,744,744
3174.5001,5.836e-27,1,5,752,752
3174.509972,2.436e-27,3,6,752,752
3174.511606,1.402e-26,1,6,752,752
3174.512461,4.424e-25,3,3,239,257
3174.519637,1.222e-27,3,3,245,254
3174.52554,2.038e-27,3,3,245,242
3174.53431,1.296e-21,4,6,744,744
3174.542896,4.879e-23,4,5,744,744
3174.553623,3.4e-29,1,3,744,744
3174.553733,1.493e-27,1,5,752,752
3174.562091,7.645e-22,4,5,744,744
3174.58134,7.196e-22,4,5,744,744
3174.583118,1.217e-25,1,6,752,752
3174.590235,1.158e-28,1,3,752,752
3174.593844,7.777e-22,4,5,744,744
3174.597162,8.853e-24,3,4,744,744
3174.60624,5.2e-22,4,5,247,744
3174.618936,7.801e-22,4,5,744,744
3174.625184,5.095e-22,4,5,247,744
3174.629619,6.65e-26,3,3,245,242
3174.63003,7.136e-22,4,5,744,744
3174.632001,6.65e-26,5,3,245,242
3174.634481,9.184e-24,4,5,744,744
3174.665452,8.314e-23,4,5,744,744
3174.668677,4.623e-25,3,3,239,257
3174.680716,2.931e-24,4,5,744,744
3174.687367,4.037e-28,3,6,752,752
3174.693465,3.144e-24,4,5,744,744
3174.69796,1.296e-21,4,6,1126,744
3174.700146,1.209e-25,3,6,752,752
3174.703101,4.372e-27,3,3,245,242
3174.712789,1.311e-26,1,6,752,752
3174.720642,8.068e-27,3,6,752,752
3174.720913,1.745e-27,2,3,247,744
3174.731411,8.766e-26,1,6,752,752
3174.759287,2.92e-26,1,6,752,752
3174.773161,3.499e-25,3,3,239,257
3174.778314,4.803e-28,3,3,245,254
3174.814622,4.996e-23,4,5,744,744
3174.827,7.381e-22,4,5,1127,744
3174.848809,7.02e-28,3,3,245,242
3174.851,7.481e-22,4,5,1127,744
3174.857995,1.816e-25,4,5,744,744
3174.869364,6.281e-27,3,3,245,242
3174.871681,2.97e-24,4,5,744,744
3174.872324,8.087e-28,1,6,752,752
3174.885185,1.603e-26,3,6,752,752
3174.893268,6.169e-24,4,5,744,744
3174.907788,2.194e-26,1,6,752,752
3174.910696,8.563e-24,4,5,744,744
3174.911086,3.086e-24,1,6,752,752
3174.911757,5.192e-24,1,6,752,752
3174.948614,2.539e-26,3,6,752,752
3174.949736,3.442e-28,3,3,245,242
3174.950673,2.045e-24,1,6,752,752
3174.953324,1.539e-27,3,3,245,242
3174.955997,2.991e-24,1,6,752,752
3174.961009,3.067e-24,1,6,752,752
3174.964165,3.978e-28,3,3,245,242
3174.968293,2.045e-24,1,6,752,752
3174.976252,2.096e-27,3,6,752,752
3174.978146,2.238e-24,4,5,744,744
3174.980655,3.078e-24,1,6,752,752
3174.983067,7.142e-27,1,6,752,752
3174.989014,1.063e-28,3,6,752,752
3175.003175,3.052e-24,1,6,752,752
3175.007542,2.774e-26,3,3,247,744
3175.007988,1.537e-24,4,5,744,744
3175.016846,2.968e-24,3,6,752,752
3175.018719,2.194e-24,4,5,744,744
3175.029906,5.913e-24,4,5,744,744
3175.031969,4.994e-28,3,3,245,242
3175.055156,4.328e-29,1,5,752,752
3175.058408,2.418e-29,1,4,752,752
3175.063977,5.979e-28,3,3,245,242
3175.088738,1.678e-27,3,6,752,752
3175.093065,2.074e-23,4,5,744,744
3175.113768,2.254e-24,4,5,744,744
3175.159838,1.898e-27,3,6,752,752
3175.167273,2.101e-23,4,5,744,744
3175.181404,2.031e-24,1,6,752,752
3175.187529,3.043e-24,1,6,752,752
3175.195225,1.293e-28,3,3,245,242
3175.202622,5.086e-24,3,6,752,752
3175.204889,2.328e-28,3,3,245,242
3175.208319,2.397e-24,4,5,744,744
3175.211428,5.327e-24,4,5,744,744
3175.214498,1.096e-23,4,5,744,744
3175.225295,1.846e-25,4,5,744,744
3175.225421,6.35e-24,4,4,247,744
3175.232369,6.634e-28,1,5,752,752
3175.235902,1.841e-27,3,3,245,242
3175.240091,9.794e-24,4,5,744,744
3175.240562,1.968e-25,3,3,744,744
3175.244885,7.588e-24,4,5,744,744
3175.250365,1.205e-21,4,6,744,744
3175.255789,7.248e-22,4,5,744,744
3175.258355,4.858e-22,4,5,247,744
3175.270106,4.011e-23,4,5,744,744
3175.271788,9.546e-24,4,5,744,744
3175.272654,1.148e-25,1,6,752,752
3175.280013,1.247e-28,1,3,744,744
3175.286949,5.113e-24,4,4,247,744
3175.300192,1.189e-27,2,3,247,744
3175.318362,9.717e-28,1,6,752,752
3175.320407,3.134e-27,3,3,245,242
3175.330368,1.304e-23,4,5,744,744
3175.336077,3.651e-28,3,3,245,242
3175.338587,4.229e-27,1,6,752,752
3175.347175,6.158e-29,3,3,245,242
3175.40736,1.274e-26,1,6,752,752
3175.410166,8.879e-27,3,3,245,254
3175.414161,5.47e-27,1,6,752,752
3175.415755,9.089e-28,1,6,752,752
3175.421592,1.927e-28,3,3,245,242
3175.425172,3.766e-24,4,5,744,744
3175.434485,1.411e-24,4,5,744,744
3175.43745,6.073e-28,1,6,752,752
3175.437865,1.048e-24,4,5,744,744
3175.440563,2.097e-27,3,3,247,744
3175.446544,6.589e-27,3,3,245,242
3175.447325,7.238e-27,1,6,752,752
3175.477915,1.317e-26,1,6,752,752
3175.485511,5.227e-26,3,3,744,744
3175.499264,3.13e-24,4,5,744,744
3175.508988,8.799e-24,4,5,744,744
3175.51199,3.207e-27,3,3,247,744
3175.527964,2.272e-28,3,3,245,242
3175.549186,2.847e-24,4,4,247,744
3175.560547,4.754e-28,3,3,245,254
3175.561827,2.947e-24,1,6,752,752
3175.564487,2.957e-24,1,6,752,752
3175.570161,2.387e-24,4,4,247,744
3175.570519,1.065e-23,4,5,744,744
3175.588715,5.384e-25,4,5,744,744
3175.611304,6.227e-24,4,5,744,744
3175.613685,8.342e-28,2,3,247,744
3175.616902,2.643e-26,1,6,752,752
3175.648122,5.284e-27,3,3,247,744
3175.675111,7.446e-24,4,5,744,744
3175.67652,2.933e-28,1,6,752,752
3175.683103,3.231e-24,3,4,744,744
3175.696644,1.983e-28,3,3,245,254
3175.705637,2.689e-26,1,6,752,752
3175.705673,2.689e-26,1,6,752,752
3175.707729,4.411e-27,1,6,752,752
3175.723503,1.881e-26,3,3,744,744
3175.726845,5.806e-27,3,3,247,744
3175.739437,2.475e-26,3,3,245,254
3175.745966,2.291e-28,3,3,245,254
3175.763064,1.023e-24,4,5,744,744
3175.763982,2.241e-27,1,6,752,752
3175.774987,2.322e-26,3,3,247,744
3175.776602,1.017e-24,4,5,744,744
3175.777718,1.262e-27,3,3,245,242
3175.796685,3.306e-24,4,5,744,744
3175.800036,3.44e-26,3,3,247,744
3175.815118,2.302e-25,3,3,744,744
3175.815191,4.289e-24,4,5,744,744
3175.817454,3.452e-28,1,6,752,752
3175.821437,1.675e-26,1,6,752,752
3175.834365,1.157e-26,1,6,752,752
3175.839712,3.946e-28,1,6,752,752
3175.84591,1.802e-23,4,5,744,744
3175.850247,2.053e-26,1,6,752,752
3175.877032,1.001e-27,1,6,752,752
3175.886118,1.72e-25,3,3,744,744
3175.888901,9.381e-27,1,6,752,752
3175.902665,3.67e-26,3,3,744,744
3175.912334,1.57e-28,3,3,245,242
3175.937819,7.049e-25,4,5,744,744
3175.941941,4.965e-25,4,5,744,744
3175.952045,1.502e-26,3,3,245,242
3175.958083,1.182e-26,1,6,752,752
3175.959614,7.397e-28,2,3,247,744
3175.982716,3.978e-28,3,3,245,242
3175.983474,3.972e-28,3,3,245,242
3175.99035,9.991e-25,3,3,1126,744
3175.995558,2.381e-29,1,3,744,744
3175.997102,1.437e-24,4,5,744,744
3176.000264,2.016e-25,4,5,744,744
3176.011942,1.991e-23,3,4,744,744
3176.012615,3.151e-28,1,6,752,752
3176.015391,3.809e-29,2,3,247,744
3176.015907,6.712e-26,3,3,245,242
3176.022835,8.404e-24,4,5,744,744
3176.037224,1.14e-24,4,4,247,744
3176.037311,1.194e-25,4,5,744,744
3176.04007,1.241e-23,3,4,1126,744
3176.047733,9.424e-24,4,4,247,744
3176.063986,1.911e-24,4,5,744,744
3176.072971,1.121e-25,3,3,245,242
3176.081529,2.919e-25,5,3,245,254
3176.084768,4.985e-26,3,3,744,744
3176.106551,4.159e-24,4,5,744,744
3176.117697,2.634e-24,3,4,744,744
3176.1284,7.099e-26,3,3,1126,744
3176.145307,1.502e-28,3,3,245,254
3176.163788,1.017e-24,4,5,744,744
3176.163985,4.3e-24,4,5,744,744
3176.167418,8.83e-28,1,6,752,752
3176.170398,9.323e-25,4,3,247,744
3176.170616,6.232e-28,2,3,247,744
3176.19062,2.032e-27,3,3,245,242
3176.192586,3.459e-24,4,4,247,744
3176.194126,8.038e-27,1,6,752,752
3176.213702,6.243e-24,4,5,744,744
3176.21561,1.593e-25,3,6,752,752
3176.219346,1.073e-27,3,6,752,752
3176.223789,4.452e-27,3,3,245,242
3176.236468,1.533e-26,3,3,245,242
3176.243863,9.761e-26,1,6,752,752
3176.250196,4.808e-28,1,5,752,752
3176.251329,7.437e-26,1,6,752,752
3176.256521,1.02e-27,1,6,752,752
3176.269854,8.37e-28,2,3,247,744
3176.272734,8.657e-28,2,3,247,744
3176.291052,4.236e-27,1,6,752,752
3176.296177,3.904e-27,1,6,752,752
3176.298783,5.56e-27,3,3,245,242
3176.300982,4.075e-26,3,3,247,744
3176.306382,1.392e-27,1,6,752,752
3176.332208,5.306e-28,1,6,752,752
3176.337962,1.521e-28,3,3,245,242
3176.341541,3.022e-25,4,5,744,744
3176.385892,5.761e-27,1,6,752,752
3176.401114,2.276e-27,3,6,752,752
3176.404611,8.962e-26,3,3,744,744
3176.475217,1.199e-27,1,6,752,752
3176.506981,4.637e-28,3,3,245,242
3176.578404,7.317e-27,1,6,752,752
3176.589316,4.1e-25,3,6,752,752
3176.589797,8.144e-25,3,3,744,744
3176.623039,1.661e-29,1,3,752,752
3176.680625,3.048e-27,3,3,247,744
3176.686341,6.293e-25,4,5,744,744
3176.709412,6.404e-29,3,4,250,250
3176.751452,9.303e-29,2,3,247,744
3176.789754,7.451e-27,3,3,245,242
3176.814703,1.011e-29,2,3,247,744
3176.894763,7.165e-28,2,3,247,744
3176.899254,3.424e-28,3,3,245,242
3176.903192,4.497e-28,1,6,752,752
3176.948309,2.136e-28,1,3,744,744
3176.961057,3.562e-28,1,6,752,752
3176.966546,1.71e-27,1,6,752,752
3176.968102,1.971e-26,3,3,744,744
3176.98561,8.033e-28,2,3,247,744
3176.985679,1.012e-28,1,6,752,752
3176.989442,6.596e-27,4,6,752,752
3177.009057,6.589e-28,3,3,245,242
3177.020384,1.745e-28,2,3,247,744
3177.038876,1.809e-28,2,3,247,744
3177.05205,2.312e-27,3,3,247,744
3177.060542,2.945e-25,4,6,752,752
3177.09017,4.353e-26,3,3,247,744
3177.110492,2.446e-28,2,3,247,744
3177.151141,1.543e-25,4,5,744,744
3177.160235,6.404e-29,3,4,250,250
3177.211036,5.32e-26,3,3,245,242
3177.236222,9.606e-29,3,3,245,242
3177.25626,5.246e-27,3,3,245,242
3177.272793,6.896e-29,3,4,250,250
3177.274036,4.949e-26,3,6,752,752
3177.274146,6.896e-29,3,4,250,250
3177.350855,2.962e-27,3,3,245,242
3177.359736,2.502e-25,3,6,752,752
3177.400825,9.962e-26,4,3,744,744
3177.414233,3.017e-27,3,3,245,242
3177.455213,1.356e-25,4,5,744,744
3177.455667,3.263e-27,3,3,245,242
3177.479514,5.498e-23,4,5,744,744
3177.485217,1.698e-27,3,3,247,744
3177.562779,2.304e-25,3,3,239,257
3177.586247,1.201e-28,3,3,245,242
3177.588066,3.447e-28,2,3,247,744
3177.609101,3.325e-26,3,3,245,254
3177.669634,6.125e-27,3,3,247,744
3177.723651,3.549e-28,2,3,247,744
3177.774805,1.268e-25,3,3,245,242
3177.827409,4e-26,3,6,752,752
3177.840477,1.602e-24,4,4,744,744
3177.867809,7.21e-26,3,6,752,752
3177.869335,1.884e-25,3,3,245,254
3177.888578,6.773e-28,3,3,245,242
3177.889232,1.293e-28,1,3,744,744
3177.892736,2.834e-25,3,3,239,257
3177.911477,4e-23,4,4,744,744
3177.961342,3.989e-28,1,3,744,744
3177.973865,3.799e-28,3,3,245,242
3177.982188,2.26e-29,1,3,744,744
3177.986466,3.363e-25,3,6,752,752
3178.024838,1.474e-29,1,5,752,752
3178.036224,1.067e-29,1,5,752,752
3178.057566,2.816e-26,3,6,752,752
3178.06951,6.592e-29,2,3,247,744
3178.071795,1.016e-27,3,3,247,744
3178.08228,6.62e-24,4,4,744,744
3178.087201,5.234e-27,3,3,245,242
3178.162377,1.149e-25,4,3,247,744
3178.167346,6.711e-26,3,3,247,744
3178.16788,3.272e-23,4,4,744,744
3178.168263,4.574e-26,3,3,247,744
3178.252778,3.214e-28,3,3,245,254
3178.304181,3.522e-27,3,3,245,242
3178.306607,4.033e-28,3,3,245,242
3178.326685,5.46e-25,3,3,239,257
3178.354598,6.349e-29,1,4,752,752
3178.357912,3.522e-27,3,3,245,242
3178.361883,4.686e-28,3,3,245,242
3178.402524,7.908e-29,1,4,752,752
3178.41055,4.193e-27,3,3,245,242
3178.442666,4.341e-27,3,3,245,242
3178.455155,2.009e-25,3,3,239,257
3178.461014,1.712e-28,2,3,247,744
3178.479008,1.964e-28,1,4,752,752
3178.483769,3.634e-28,2,3,247,744
3178.5002,3.472e-25,3,3,239,257
3178.561112,3.35e-27,3,3,245,242
3178.562267,3.337e-27,3,3,245,242
3178.604805,7.512e-27,3,3,245,242
3178.626345,3.153e-28,3,3,245,242
3178.639419,4.214e-28,2,3,247,744
3178.658228,1.667e-29,1,3,744,744
3178.660814,3.356e-27,3,3,245,242
3178.676226,2.662e-25,3,3,239,257
3178.679233,7.143e-29,3,3,245,242
3178.685135,1.408e-27,3,3,247,744
3178.709297,8.374e-29,3,3,245,242
3178.71515,9.236e-29,3,4,250,250
3178.778891,3.695e-28,3,3,245,242
3178.796658,5.399e-24,4,4,744,744
3178.802821,2.377e-28,3,3,245,242
3178.837058,9.636e-24,4,4,744,744
3178.870947,2.19e-29,2,3,247,744
3178.871595,1.126e-28,1,3,744,744
3178.881038,4.23e-27,3,3,245,242
3178.886663,4.425e-23,4,4,744,744
3178.957663,2.488e-24,4,4,744,744
3178.987785,1.712e-28,3,3,245,242
3179.005272,7.451e-26,3,3,245,242
3179.03777,1.312e-29,2,3,247,744
3179.095063,3.935e-28,3,3,245,242
3179.159788,1.574e-29,1,3,744,744
3179.182209,1.232e-26,3,3,245,242
3179.276774,5.554e-28,3,3,245,242
3179.354318,3.621e-27,3,3,245,254
3179.488533,1.078e-25,3,3,245,242
3179.493451,9.113e-29,3,3,245,242
3179.574214,2.07e-29,2,3,247,744
3179.594945,2.808e-27,3,3,245,242
3179.600563,7.266e-29,3,3,245,242
3179.638193,1.8e-29,2,3,247,744
3179.654948,2.101e-28,2,3,247,744
3179.691944,3.953e-27,3,3,245,242
3179.703526,4.618e-28,3,3,245,242
3179.703568,8.066e-29,3,3,245,242
3179.710177,3.799e-27,3,3,245,242
3179.743849,1.296e-28,1,5,752,752
3179.751738,6.65e-28,3,3,245,242
3179.754281,3.912e-29,1,3,744,744
3179.837927,8.313e-27,3,3,245,242
3179.847932,9.457e-26,4,6,752,752
3179.85657,1.773e-28,3,3,245,242
3179.858386,9.236e-27,3,3,245,242
3179.860514,1.065e-27,3,3,245,242
3179.868676,1.558e-25,4,6,752,752
3179.900875,8.313e-27,3,3,245,242
3179.918376,4.002e-26,4,6,752,752
3179.958414,9.667e-29,3,4,250,250
3179.992105,9.298e-26,3,3,245,254
3179.992558,8.251e-29,3,3,245,242
3179.992732,9.791e-28,4,6,752,752
3179.995395,1.215e-23,3,4,744,744
3180.006676,8.185e-28,4,6,752,752
3180.008083,1.997e-23,3,4,744,744
3180.017847,1.305e-27,3,3,245,254
3180.057783,5.277e-24,3,4,744,744
3180.069732,5.318e-28,1,6,752,752
3180.140095,1.461e-25,3,3,744,744
3180.146083,1.214e-25,3,3,744,744
3180.155192,5.103e-29,3,3,247,744
3180.16823,2.886e-27,1,6,752,752
3180.169288,2.896e-27,1,6,752,752
3180.189588,6.404e-27,3,3,245,254
3180.210519,5.989e-29,1,3,752,752
3180.21628,7.327e-29,3,3,245,242
3180.2381,5.7e-25,3,3,239,257
3180.271223,9.79e-27,3,3,245,242
3180.311577,3.221e-29,2,3,247,744
3180.366068,2.229e-26,3,3,245,242
3180.405276,1.225e-26,3,3,245,242
3180.507307,1.504e-28,2,3,247,744
3180.527176,2.325e-29,1,3,752,752
3180.565039,2.447e-28,2,3,247,744
3180.623419,5.66e-25,3,3,239,257
3180.647915,1.065e-27,3,3,245,242
3180.650286,7.764e-27,3,3,247,744
3180.66798,1.992e-28,2,3,247,744
3180.673799,1.022e-26,3,3,247,744
3180.675738,7.266e-27,3,3,245,242
3180.720006,8.436e-27,3,3,245,242
3180.742006,1.851e-28,2,3,247,744
3180.747111,1.576e-26,3,3,245,242
3180.779738,2.328e-27,3,3,245,254
3180.800079,1.195e-26,3,3,245,242
3180.813369,2.253e-28,2,3,247,744
3180.826681,2.05e-28,3,3,245,242
3180.835242,1.034e-26,3,3,245,242
3180.84456,2.192e-27,3,3,245,242
3180.8613,2.192e-27,3,3,245,242
3180.887765,4.493e-29,2,3,247,744
3180.916179,1.263e-25,4,5,744,744
3180.923452,8.018e-28,2,3,247,744
3180.930621,8.374e-26,3,3,245,242
3180.943646,2.124e-27,3,3,245,242
3180.95034,1.915e-27,3,3,245,242
3180.965559,2.649e-26,3,3,247,744
3181.047547,2.242e-29,1,5,752,752
3181.059112,6.217e-29,2,3,247,744
3181.090099,1.921e-27,3,3,245,254
3181.166779,4.729e-28,3,3,245,242
3181.193903,2.34e-25,3,3,239,257
3181.206241,2.414e-26,3,3,245,242
3181.251281,2.709e-26,3,3,245,242
3181.269467,6.787e-27,3,3,247,744
3181.326371,1.429e-29,2,3,247,744
3181.34604,3.894e-25,3,3,239,257
3181.408829,1.195e-28,3,4,250,250
3181.416163,1.373e-28,3,4,250,250
3181.452355,2.034e-27,2,3,247,744
3181.452362,1.71e-28,1,6,752,752
3181.469677,2.789e-26,3,3,245,242
3181.476556,1.053e-27,1,6,752,752
3181.502745,7.044e-28,1,6,752,752
3181.513451,2.317e-29,1,3,744,744
3181.528265,3.029e-27,3,3,247,744
3181.544111,4.378e-28,2,3,247,744
3181.55333,9.884e-28,3,6,752,752
3181.641621,5.353e-25,4,6,752,752
3181.643578,5.388e-27,3,3,247,744
3181.656895,1.789e-26,3,3,744,744
3181.667135,6.997e-29,2,3,247,744
3181.690737,1.238e-27,3,3,245,242
3181.700066,4.437e-25,4,3,744,744
3181.718838,1.501e-25,3,6,752,752
3181.729739,2.911e-25,1,6,752,752
3181.73705,2.935e-25,1,6,752,752
3181.823057,1.25e-27,3,3,245,242
3181.828312,3.963e-26,4,6,752,752
3181.860098,1.691e-27,1,6,752,752
3181.860563,5.25e-28,2,3,247,744
3181.863638,1.054e-26,3,6,752,752
3181.864651,1.997e-25,3,3,239,257
3181.869731,1.312e-27,1,6,752,752
3181.904034,1.259e-27,3,6,752,752
3181.906767,1.345e-27,3,6,752,752
3181.911553,1.45e-27,1,6,752,752
3181.921049,1.534e-29,1,3,744,744
3181.937155,1.256e-24,4,5,744,744
3181.942334,1.188e-24,3,4,744,744
3181.951382,3.856e-25,1,6,752,752
3181.961199,3.572e-25,1,6,752,752
3181.969004,1.172e-27,2,3,247,744
3181.984998,1.593e-28,2,3,247,744
3181.988239,3.19e-28,3,3,245,242
3181.991791,8.182e-26,1,6,752,752
3181.99243,2.406e-27,3,5,752,752
3181.99317,6.776e-23,4,5,744,744
3182.000892,2.598e-26,3,3,245,242
3182.013995,1.916e-24,4,5,744,744
3182.046865,2.727e-29,1,4,752,752
3182.04972,1.97e-25,3,6,752,752
3182.09012,1.47e-25,3,6,752,752
3182.112989,1.934e-23,4,4,744,744
3182.166466,3.535e-25,4,5,744,744
3182.169578,3.416e-25,3,6,752,752
3182.197551,3.47e-28,1,6,752,752
3182.201992,2.836e-24,4,5,744,744
3182.208265,1.305e-28,3,3,245,242
3182.211922,1.392e-28,3,3,245,242
3182.214444,3.104e-23,4,4,247,744
3182.216283,2.697e-26,3,3,245,242
3182.21937,2.703e-26,3,3,245,242
3182.219465,4.654e-23,4,5,744,744
3182.227781,7.796e-23,4,5,744,744
3182.237737,6.958e-28,3,3,245,242
3182.240678,2.163e-29,3,4,752,752
3182.250699,5.615e-24,4,4,744,744
3182.257497,1.227e-26,1,6,752,752
3182.257689,1.568e-24,4,4,744,744
3182.293747,8.47e-25,4,3,744,744
3182.294255,1.722e-24,4,5,744,744
3182.324067,4.922e-27,3,6,752,752
3182.328727,3.597e-27,3,6,752,752
3182.339403,4.973e-29,2,3,247,744
3182.363173,1.377e-27,1,6,752,752
3182.381134,2.42e-24,3,4,744,744
3182.38692,3.424e-29,1,3,744,744
3182.437887,3.857e-28,3,6,752,752
3182.443202,3.621e-26,3,3,247,744
3182.473949,7.476e-28,3,6,752,752
3182.47934,3.354e-25,4,3,744,744
3182.483066,1.847e-25,4,5,744,744
3182.495678,3.151e-27,2,3,247,744
3182.516895,1.288e-25,4,5,744,744
3182.529534,1.098e-27,3,5,752,752
3182.529738,1.47e-28,1,5,752,752
3182.545154,3.476e-28,1,5,752,752
3182.548725,8.021e-25,4,5,744,744
3182.559092,1.309e-24,4,5,744,744
3182.567239,2.147e-24,3,4,744,744
3182.572005,5.689e-26,1,6,752,752
3182.595549,1.996e-27,1,5,752,752
3182.600365,3.873e-27,3,3,245,242
3182.603025,2.129e-25,4,5,744,744
3182.621742,4.086e-26,1,6,752,752
3182.624667,7.882e-29,3,3,245,242
3182.651967,4.48e-28,3,5,752,752
3182.660494,2.11e-27,2,3,247,744
3182.663932,3.796e-28,2,3,247,744
3182.665462,1.502e-25,3,3,245,254
3182.681642,1.558e-28,3,4,250,250
3182.705088,2.228e-25,3,3,239,257
3182.705216,5.945e-26,3,5,752,752
3182.710087,1.895e-25,1,6,752,752
3182.735194,2.728e-25,4,5,744,744
3182.760147,2.271e-23,4,5,744,744
3182.765849,2.84e-26,3,6,752,752
