nu,sw,nu-err,sw-err,nu-ref,sw-ref
2838.898284,3.905e-28,2,3,247,744
2838.905198,5.856e-26,5,3,245,242
2838.914092,6.009e-26,3,6,752,752
2838.921625,9.296e-28,3,6,752,752
2838.929714,2.77e-25,3,3,239,257
2838.938636,7.003e-26,3,3,247,744
2838.945686,7.204e-27,3,3,245,242
2838.956698,1.254e-28,1,6,752,752
2838.957524,3.358e-24,4,4,744,744
2838.964393,2.186e-26,3,3,245,242
2838.971502,6.056e-28,3,6,752,752
2838.983338,5.967e-25,5,3,245,242
2838.997782,6.835e-29,3,3,245,242
2839.002299,1.519e-26,3,3,247,744
2839.002615,3.712e-27,3,3,247,744
2839.003722,1.51e-26,1,6,752,752
2839.013675,1.247e-27,1,5,752,752
2839.014996,9.635e-24,4,4,744,744
2839.02681,8.41e-25,3,3,239,257
2839.047513,3.479e-25,4,6,752,752
2839.050631,2.37e-28,2,3,247,744
2839.0569,1.277e-26,3,3,247,744
2839.060158,1.158e-26,5,3,245,242
2839.070953,6.093e-28,2,3,247,744
2839.075554,4.513e-28,3,5,752,752
2839.086536,7.43e-29,1,5,752,752
2839.087417,3.926e-27,3,3,247,744
2839.087832,2.832e-26,1,6,752,752
2839.08835,3.013e-29,1,5,752,752
2839.088401,7.327e-28,3,3,245,242
2839.091768,3.32e-28,3,3,247,744
2839.095353,1.078e-28,1,6,752,752
2839.095372,1.288e-27,1,5,752,752
2839.105448,2.951e-27,3,6,752,752
2839.111024,2.055e-23,4,4,744,744
2839.118627,3.264e-26,1,6,752,752
2839.138325,4.522e-26,3,6,752,752
2839.140737,3.429e-26,3,6,752,752
2839.15928,1.244e-28,1,6,752,752
2839.167443,2.778e-26,1,6,752,752
2839.167891,3.023e-28,3,3,245,242
2839.173698,4.942e-25,3,3,239,257
2839.174931,3.619e-25,3,3,239,257
2839.177022,5.423e-27,4,3,744,744
2839.182446,1.423e-27,3,3,247,744
2839.184741,6.999e-29,1,6,752,752
2839.188202,3.565e-26,3,6,752,752
2839.191549,1.328e-28,1,6,752,752
2839.197859,6.625e-26,3,6,752,752
2839.202617,1.164e-28,3,3,245,242
2839.205895,1.158e-28,3,3,245,242
2839.216279,3.002e-27,3,3,247,744
2839.217584,4.424e-24,3,3,239,257
2839.224296,1.311e-27,1,5,752,752
2839.22566,2.724e-29,1,3,752,752
2839.23047,6.404e-28,3,3,245,242
2839.234528,1.73e-26,3,3,245,242
2839.241116,2.451e-25,3,3,239,257
2839.249504,1.511e-26,3,3,247,744
2839.276761,1.144e-24,3,3,239,257
2839.289571,7.095e-25,3,3,239,257
2839.290182,1.063e-26,3,3,247,744
2839.292254,2.012e-27,3,6,752,752
2839.298321,2.986e-27,3,3,245,242
2839.306007,3.67e-28,3,3,245,242
2839.317722,2.272e-26,4,3,744,744
2839.327459,3.773e-23,4,4,744,744
2839.327574,1.238e-28,3,3,245,242
2839.332533,1.268e-28,3,3,245,242
2839.336333,3.183e-26,5,3,245,242
2839.338952,1.258e-29,1,5,752,752
2839.341921,7.192e-27,3,3,247,744
2839.348359,1.599e-25,3,6,752,752
2839.356214,1.915e-26,3,3,245,242
2839.356396,1.893e-26,3,3,247,744
2839.358637,7.353e-29,2,3,247,744
2839.367967,1.983e-26,5,3,245,242
2839.376433,1.356e-29,1,5,752,752
2839.382551,3.263e-26,1,6,752,752
2839.383256,2.931e-29,1,6,752,752
2839.386192,1.734e-27,3,6,752,752
2839.388411,7.475e-29,1,6,752,752
2839.415077,4.87e-29,2,3,247,744
2839.418517,3.114e-29,1,6,752,752
2839.42227,6.336e-28,2,3,247,744
2839.432701,6.315e-27,1,5,752,752
2839.45827,3.14e-26,3,5,752,752
2839.463863,6.776e-25,3,3,239,257
2839.472159,1.716e-23,4,4,744,744
2839.476106,1.396e-28,1,6,752,752
2839.476694,1.27e-27,3,3,247,744
2839.485537,1.408e-28,3,4,752,752
2839.486922,3.332e-24,4,4,744,744
2839.49407,3.424e-27,3,3,245,254
2839.517986,6.897e-27,3,3,247,744
2839.522532,3.707e-27,3,3,245,254
2839.531518,2.473e-26,3,3,247,744
2839.532397,7.697e-29,3,3,245,242
2839.544733,3.288e-26,5,3,245,254
2839.549967,7.098e-28,3,3,247,744
2839.551782,5.54e-25,3,3,239,257
2839.567521,3.275e-27,1,6,752,752
2839.570529,3.379e-27,1,6,752,752
2839.574323,7.697e-29,3,3,245,242
2839.577914,1.989e-27,3,3,245,242
2839.582026,1.392e-28,3,3,245,254
2839.588831,2.814e-28,1,6,752,752
2839.598519,4.823e-25,3,3,239,257
2839.599541,2.184e-25,3,3,239,257
2839.616937,5.641e-23,4,5,744,744
2839.619757,7.768e-28,1,6,752,752
2839.630071,2.587e-25,3,3,239,257
2839.635047,2.308e-25,3,3,239,257
2839.660733,2.726e-25,3,3,239,257
2839.667758,3.22e-25,3,3,239,257
2839.675491,2.564e-26,3,3,744,744
2839.683107,2.802e-24,3,3,239,257
2839.690947,9.61e-24,4,5,744,744
2839.693862,6.714e-28,1,6,752,752
2839.695016,8.853e-29,1,6,752,752
2839.700653,9.577e-24,4,5,744,744
2839.700952,4.424e-25,3,3,239,257
2839.716797,8.066e-27,3,3,245,242
2839.760558,4.246e-29,1,5,752,752
2839.761398,4.265e-25,3,3,239,257
2839.767991,2.951e-27,3,3,744,744
2839.774093,3.6e-29,1,6,752,752
2839.780591,5.456e-26,5,3,245,242
2839.78104,4.101e-28,3,3,245,242
2839.78118,1.993e-29,2,3,247,744
2839.783221,4.07e-28,3,3,245,242
2839.783263,9.743e-26,4,3,247,744
2839.808812,4.596e-29,1,6,752,752
2839.817534,7.389e-28,3,3,245,242
2839.827211,2.737e-29,1,6,752,752
2839.833161,7.561e-26,3,3,247,744
2839.84151,8.609e-25,3,3,239,257
2839.842359,9.049e-29,3,6,752,752
2839.844677,6.549e-26,3,3,744,744
2839.859848,1.801e-27,3,5,752,752
2839.861206,4.692e-28,3,3,245,242
2839.862344,3.813e-23,3,6,752,752
2839.868548,6.404e-27,3,3,245,242
2839.886639,3.216e-28,2,3,247,744
2839.889489,5.622e-25,3,3,744,744
2839.892725,2.044e-27,3,5,752,752
2839.897622,1.635e-27,1,6,752,752
2839.900197,4.95e-23,4,4,744,744
2839.916904,6.944e-24,3,4,744,744
2839.920696,4.101e-29,2,3,247,744
2839.928848,9.705e-29,1,6,752,752
2839.940597,9.111e-23,4,5,744,744
2839.942602,2.237e-28,3,3,752,752
2839.9454,1.761e-27,3,3,245,242
2839.946749,2.846e-27,1,6,752,752
2839.947297,6.587e-25,3,6,752,752
2839.947935,9.255e-23,4,5,744,744
2839.950537,4.374e-28,3,4,752,752
2839.952477,4.186e-23,3,4,744,744
2839.952966,8.777e-26,3,6,752,752
2839.965964,2.626e-28,1,6,752,752
2839.977565,4.162e-28,3,3,245,254
2839.991582,1.43e-22,3,5,744,744
2840.003535,1.646e-23,4,4,744,744
2840.017415,6.056e-29,1,5,752,752
2840.019491,3.264e-24,3,4,744,744
2840.034754,1.17e-25,5,3,245,242
2840.03545,8.35e-28,1,6,752,752
2840.036135,8.324e-23,4,5,744,744
2840.040203,3.986e-25,3,3,239,257
2840.044606,1.464e-27,1,6,752,752
2840.046654,6.055e-29,3,4,752,752
2840.049699,6.936e-27,3,3,247,744
2840.062201,9.052e-27,3,3,245,242
2840.066035,2.795e-29,1,6,752,752
2840.070864,6.81e-25,5,3,245,254
2840.075466,5.144e-23,4,5,744,744
2840.079924,8.448e-28,4,6,752,752
2840.086778,6.877e-28,1,5,752,752
2840.093603,3.054e-28,3,3,245,242
2840.094077,2.674e-25,3,3,744,744
2840.106938,2.044e-26,3,3,245,242
2840.107832,1.776e-25,3,3,744,744
2840.108006,1.146e-27,3,3,247,744
2840.108988,2.962e-28,3,3,245,242
2840.112094,1.133e-27,1,6,752,752
2840.114167,1.047e-28,3,3,245,242
2840.121735,3.14e-23,4,4,744,744
2840.142658,4.864e-28,3,3,245,242
2840.150966,7.105e-23,4,5,744,744
2840.152096,4.039e-27,3,3,245,242
2840.162877,6.589e-28,3,3,245,242
2840.164005,3.994e-29,3,4,752,752
2840.167408,5.514e-26,1,6,752,752
2840.173666,1.592e-25,3,6,752,752
2840.191462,2.395e-28,1,6,752,752
2840.192368,4.924e-29,3,4,752,752
2840.198766,5.483e-24,4,4,744,744
2840.200729,1.01e-27,3,3,245,242
2840.200915,1.743e-28,3,3,245,242
2840.209062,2.309e-28,3,3,245,242
2840.213018,2.352e-25,3,3,239,257
2840.221909,4.132e-28,3,3,245,242
2840.235714,7.327e-27,3,3,245,242
2840.238089,2.876e-28,2,3,247,744
2840.243606,4.569e-26,5,3,245,254
2840.245608,2.365e-29,1,6,752,752
2840.25539,1.071e-28,2,3,247,744
2840.256605,2.056e-29,3,5,752,752
2840.269624,1.734e-25,4,6,752,752
2840.275643,2.341e-28,1,6,752,752
2840.290369,3.19e-28,1,5,752,752
2840.297432,3.104e-24,3,4,744,744
2840.30739,8.621e-27,3,3,245,242
2840.317765,1.131e-28,1,5,752,752
2840.323463,1.809e-28,1,6,752,752
2840.324691,4.543e-28,1,6,752,752
2840.336082,9.359e-29,3,3,245,242
2840.33658,2.644e-26,1,6,752,752
2840.33738,1.944e-27,1,6,752,752
2840.339466,2.775e-23,4,4,744,744
2840.349817,3.146e-28,3,3,245,242
2840.349872,8.96e-28,1,5,752,752
2840.352813,9.156e-23,4,5,744,744
2840.355536,5.422e-29,1,5,752,752
2840.357823,2.204e-28,3,3,245,242
2840.358482,3.017e-26,5,3,245,254
2840.364088,6.317e-28,1,6,752,752
2840.372712,1.099e-29,1,5,752,752
2840.372917,1.154e-26,3,3,247,744
2840.375057,8.085e-26,4,3,247,744
2840.384112,6.184e-27,1,6,752,752
2840.387498,2.185e-28,1,5,752,752
2840.387804,5.24e-23,3,5,744,744
2840.392936,3.079e-28,3,3,245,242
2840.402513,1.186e-22,4,5,744,744
2840.422734,4.371e-26,3,3,247,744
2840.42364,7.019e-23,3,5,744,744
2840.425804,2.81e-23,3,4,744,744
2840.430441,3.073e-25,5,3,245,242
2840.430818,1.31e-29,1,6,752,752
2840.431687,1.946e-28,3,3,245,242
2840.433978,9.447e-26,4,3,247,744
2840.434479,2.271e-26,3,3,247,744
2840.435303,3.458e-27,3,3,247,744
2840.447282,5.196e-28,2,3,247,744
2840.469892,2.983e-28,1,5,752,752
2840.473546,4.065e-25,3,3,239,257
2840.485049,4.64e-27,3,3,247,744
2840.485971,8.005e-27,3,3,245,242
2840.490813,4.352e-24,4,4,744,744
2840.494282,5.82e-23,4,5,247,744
2840.503174,7.574e-29,3,3,245,242
2840.507921,1.792e-26,3,3,245,242
2840.508666,9.016e-24,4,4,744,744
2840.508725,6.958e-26,5,3,245,242
2840.508862,1.434e-23,4,4,247,744
2840.511096,2.491e-25,3,3,239,257
2840.512291,1.859e-28,2,3,247,744
2840.512834,1.706e-28,3,3,245,242
2840.515956,5.54e-25,3,3,239,257
2840.519282,7.27e-27,1,6,752,752
2840.531541,3.153e-28,3,3,245,242
2840.535313,5.071e-26,1,5,752,752
2840.541307,1.416e-26,3,3,245,242
2840.58013,3.189e-26,1,6,752,752
2840.582836,2.611e-28,3,3,245,242
2840.590442,6.172e-27,4,6,752,752
2840.618022,3.703e-25,3,3,239,257
2840.623815,4.557e-27,3,3,245,242
2840.628979,7.318e-27,3,3,247,744
2840.631824,1.242e-27,4,6,752,752
2840.650215,4.015e-28,3,3,245,242
2840.651225,4.464e-27,3,3,245,242
2840.659632,5.836e-25,3,3,744,744
2840.660042,3.904e-27,4,3,744,744
2840.667862,1.368e-27,3,3,247,744
2840.669617,1.385e-28,1,6,752,752
2840.675592,6.262e-26,1,6,752,752
2840.687265,1.931e-28,1,6,752,752
2840.689841,1.096e-25,4,3,744,744
2840.696545,2.939e-27,1,6,752,752
2840.703772,2.097e-28,1,5,752,752
2840.705842,3.279e-25,4,6,752,752
2840.709899,5.5e-25,3,3,239,257
2840.715458,4.434e-23,3,4,744,744
2840.72215,5.074e-27,3,3,245,254
2840.722304,1.115e-26,5,3,245,242
2840.735457,6.57e-25,4,3,744,744
2840.743037,1.256e-26,3,3,245,242
2840.750523,1.01e-28,3,3,245,242
2840.750523,4.562e-23,3,4,744,744
2840.756348,1.119e-27,1,6,752,752
2840.757245,4.237e-26,1,6,752,752
2840.759867,1.053e-27,3,3,245,242
2840.772196,4.594e-28,3,3,245,254
2840.780366,1.468e-23,3,4,744,744
2840.782341,9.972e-23,4,5,744,744
2840.790132,1.799e-26,1,6,752,752
2840.794603,1.147e-26,1,6,752,752
2840.810442,1.609e-23,4,4,744,744
2840.823242,1.212e-25,4,6,752,752
2840.859521,3.925e-23,4,4,744,744
2840.867178,6.589e-27,5,3,245,242
2840.868422,4.973e-28,2,3,247,744
2840.87075,1.403e-24,3,3,239,257
2840.882547,1.016e-26,3,3,245,242
2840.901549,8.297e-29,1,5,752,752
2840.907343,6.281e-29,3,3,245,242
2840.941527,1e-27,2,3,247,744
2840.943764,1.3e-23,3,4,744,744
2840.945508,1.04e-24,3,3,239,257
2840.96599,3.023e-25,5,3,245,242
2840.982657,1.863e-23,4,4,744,744
2840.99059,1.099e-27,1,6,752,752
2840.999324,1.234e-28,4,6,752,752
2841.014672,6.219e-28,3,3,245,242
2841.014743,4.56e-29,1,5,752,752
2841.016785,4.273e-26,3,3,245,242
2841.022926,1.798e-25,5,3,245,242
2841.026932,8.182e-25,3,3,744,744
2841.035258,2.223e-28,3,3,245,242
2841.040693,2.724e-25,3,3,744,744
2841.040995,2.263e-27,3,3,247,744
2841.050498,9.359e-29,3,3,245,242
2841.053787,9.002e-27,1,6,752,752
2841.068007,9.852e-28,3,3,245,242
2841.082641,1.236e-29,1,6,752,752
2841.087899,1.213e-28,3,3,245,242
2841.0896,2.443e-25,3,3,239,257
2841.095656,8.965e-28,3,3,245,254
2841.10679,1.229e-29,1,5,752,752
2841.10882,6.712e-29,3,3,245,242
2841.134216,7.82e-25,5,3,245,242
2841.134216,7.758e-25,5,3,245,242
2841.13855,1.705e-28,1,6,752,752
2841.14774,1.261e-29,1,4,752,752
2841.169496,2.434e-26,3,3,247,744
2841.180062,7.697e-28,3,3,245,242
2841.187854,6.749e-26,5,3,245,254
2841.194846,2.464e-28,2,3,247,744
2841.203123,9.566e-25,3,3,239,257
2841.219057,3.136e-24,4,4,744,744
2841.236745,1.65e-28,3,3,245,254
2841.248141,3.491e-22,4,5,744,744
2841.250976,2.611e-25,3,3,239,257
2841.25429,7.196e-27,1,6,752,752
2841.261193,2.121e-24,3,4,744,744
2841.262799,1.516e-27,3,6,752,752
2841.277408,3.405e-28,1,6,752,752
2841.290542,4.963e-28,3,3,245,242
2841.292957,3.962e-27,3,3,247,744
2841.304273,8.066e-28,3,3,245,242
2841.304342,1.468e-24,4,4,744,744
2841.304379,2.34e-28,3,3,245,242
2841.307534,1.65e-28,3,3,245,242
2841.321339,2.611e-28,3,3,245,242
2841.328632,4.076e-27,3,3,245,242
2841.335577,5.7e-25,3,3,239,257
2841.341722,3.366e-27,3,3,247,744
2841.350055,4.77e-24,3,6,752,752
2841.379309,3.193e-24,3,6,752,752
2841.390539,5.997e-29,1,6,752,752
2841.394595,5.958e-28,2,3,247,744
2841.400006,1.558e-27,3,3,247,744
2841.409746,4.779e-24,3,6,752,752
2841.416936,4.384e-25,3,3,239,257
2841.422585,1.697e-25,3,6,752,752
2841.429978,5.739e-25,3,3,239,257
2841.453036,1.167e-27,3,3,247,744
2841.477793,7.717e-25,3,3,744,744
2841.487753,6.958e-27,3,3,245,242
2841.499403,8.317e-27,3,3,247,744
2841.510684,7.131e-29,2,3,247,744
2841.510954,7.143e-29,3,3,245,242
2841.516303,3.482e-23,4,4,744,744
2841.523033,6.219e-27,3,3,245,254
2841.543701,3.235e-28,1,6,752,752
2841.555536,2.617e-25,5,3,245,242
2841.562892,9.069e-24,3,6,752,752
2841.562996,8.012e-26,3,3,247,744
2841.563248,3.575e-29,1,5,752,752
2841.567999,4.864e-26,3,3,245,254
2841.570504,3.617e-29,1,5,752,752
2841.578268,4.317e-26,4,6,752,752
2841.589908,5.671e-29,1,6,752,752
2841.590798,1.009e-25,3,3,744,744
2841.608137,5.129e-28,3,3,245,242
2841.613314,4.316e-28,3,3,245,242
2841.621184,1.921e-26,3,3,245,242
2841.621837,3.269e-24,4,4,247,744
2841.631139,1.954e-22,4,5,744,744
2841.651361,1.129e-25,4,3,247,744
2841.652876,9.483e-28,3,3,245,242
2841.655254,1.297e-22,3,5,744,744
2841.660554,1.441e-26,3,3,245,242
2841.670868,8.508e-26,4,6,752,752
2841.677204,5.647e-28,1,5,752,752
2841.678295,5.03e-29,1,6,752,752
2841.685073,1.969e-22,4,5,744,744
2841.69398,8.928e-29,3,3,245,242
2841.701646,6.463e-26,3,6,752,752
2841.705083,2.956e-28,3,3,245,242
2841.717862,4.957e-27,3,3,245,242
2841.728566,2.389e-27,3,3,245,242
2841.733872,5.7e-25,3,3,239,257
2841.734555,1.617e-26,3,6,752,752
2841.747601,4.834e-28,3,3,245,242
2841.748673,9.446e-25,3,3,239,257
2841.75251,2.174e-27,3,3,245,242
2841.773658,2.896e-25,4,3,744,744
2841.784198,5.789e-26,4,3,247,744
2841.785569,2.204e-27,3,3,245,254
2841.79214,3.818e-25,3,3,239,257
2841.796799,2.686e-25,3,3,239,257
2841.84433,2.168e-25,3,3,239,257
2841.860603,1.663e-24,4,4,744,744
2841.90416,5.085e-28,2,3,247,744
2841.915514,2.18e-25,3,3,239,257
2841.91754,8.251e-28,3,3,245,242
2841.920385,1.482e-25,3,6,752,752
2841.922368,1.059e-25,4,6,752,752
2841.944513,5.683e-28,3,3,245,242
2841.948218,3.906e-25,3,3,239,257
2841.948241,2.696e-25,4,5,744,744
2841.956322,2.289e-26,3,6,752,752
2841.959709,5.562e-26,3,6,752,752
2841.959782,3.614e-26,3,3,247,744
2841.967955,3.603e-26,3,6,752,752
2841.970141,9.167e-25,3,3,239,257
2841.973475,2.26e-28,3,3,245,242
2841.988239,1.56e-25,4,5,744,744
2841.991058,1.95e-23,4,4,744,744
2841.993927,1.873e-24,3,3,239,257
2841.998809,4.07e-26,3,6,752,752
2842.005101,2.291e-26,3,3,245,242
2842.01585,1.201e-25,1,6,752,752
2842.022072,1.702e-25,1,6,752,752
2842.030296,2.592e-26,3,3,245,242
2842.033199,3.049e-25,3,6,752,752
2842.043049,7.02e-29,3,3,245,242
2842.049103,2.308e-25,3,3,744,744
2842.063467,2.914e-25,3,3,239,257
2842.065092,4.305e-25,3,3,239,257
2842.072449,4.623e-25,3,3,239,257
2842.074063,4.265e-25,3,3,239,257
2842.09026,1.096e-25,5,3,245,242
2842.092006,4.778e-28,3,3,245,242
2842.094054,2.188e-24,3,4,744,744
2842.097863,3.322e-27,3,3,247,744
2842.104802,1.396e-23,4,5,744,744
2842.121397,4.522e-28,3,5,752,752
2842.122405,3.361e-28,3,5,752,752
2842.124548,1.527e-27,3,3,245,242
2842.129797,3.768e-26,3,3,245,254
2842.13235,1.62e-26,3,6,752,752
2842.140802,1.812e-28,2,3,247,744
2842.151473,1.096e-24,4,5,744,744
2842.157977,1.205e-23,4,4,744,744
2842.159458,2.369e-24,4,4,744,744
2842.163661,7.294e-28,3,3,247,744
2842.163989,7.904e-24,3,6,752,752
2842.166708,5.376e-27,3,3,245,242
2842.167107,1.151e-28,3,3,245,242
2842.172012,4.025e-26,3,6,752,752
2842.178105,2.291e-28,3,5,752,752
2842.179777,2.714e-23,4,4,744,744
2842.181522,8.717e-24,4,5,744,744
2842.183352,1.022e-28,3,3,245,242
2842.189218,4.384e-25,3,3,239,257
2842.209998,6.305e-24,3,4,744,744
2842.232193,4.347e-25,3,3,744,744
2842.251609,4.65e-24,3,6,752,752
2842.258872,3.436e-25,3,3,239,257
2842.259055,5.253e-25,4,3,247,744
2842.268021,1.936e-25,4,3,744,744
2842.268393,1.824e-28,3,5,752,752
2842.288,5.7e-25,3,3,239,257
2842.292732,4.126e-26,3,6,752,752
2842.309945,5.695e-27,3,6,752,752
2842.310813,1.391e-27,1,5,752,752
2842.311303,7.446e-24,3,4,744,744
2842.312901,5.7e-25,3,3,239,257
2842.314797,5.259e-26,3,3,247,744
2842.316244,1.815e-24,3,4,744,744
2842.319583,2.422e-23,3,4,744,744
2842.320181,8.928e-25,5,3,245,242
2842.324093,3.038e-27,3,5,752,752
2842.330686,1.117e-25,4,3,247,744
2842.332053,4.569e-28,3,3,245,242
2842.340822,4.405e-24,3,6,752,752
2842.342422,1.195e-28,3,3,245,242
2842.34621,6.459e-27,3,5,752,752
2842.348843,2.092e-27,1,5,752,752
2842.367855,3.152e-26,3,6,752,752
2842.36914,5.925e-25,4,3,744,744
2842.379846,2.475e-27,3,6,752,752
2842.385015,7.913e-28,3,3,247,744
2842.396384,4.197e-26,4,6,752,752
2842.433761,3.906e-29,1,5,752,752
2842.448872,5.339e-27,3,3,245,242
2842.452892,6.09e-27,3,3,245,242
2842.454458,1.172e-24,4,4,744,744
2842.468073,3.623e-25,4,5,744,744
2842.478687,2.607e-27,1,6,752,752
2842.48724,1.829e-25,5,3,245,242
2842.487257,1.829e-25,5,3,245,242
2842.491139,2.71e-24,4,5,744,744
2842.493708,4.267e-28,3,3,245,242
2842.499366,3.405e-27,1,6,752,752
2842.500318,2.13e-28,3,3,245,242
2842.512965,1.182e-28,3,3,245,242
2842.513386,1.404e-25,3,3,245,254
2842.51685,3.585e-25,3,6,752,752
2842.549937,2.077e-27,3,3,247,744
2842.569472,8.014e-24,3,6,752,752
2842.570435,7.82e-29,3,3,245,242
2842.574222,3.203e-25,3,6,752,752
2842.580457,2.639e-26,3,3,247,744
2842.580659,2.399e-28,2,3,247,744
2842.581167,2.212e-24,4,5,744,744
2842.582858,8.287e-25,4,5,744,744
2842.586898,3.65e-28,2,3,247,744
2842.596176,4.637e-27,3,3,245,242
2842.601845,4.941e-26,3,6,752,752
2842.607764,1.945e-24,3,3,239,257
2842.609979,5.5e-24,3,3,239,257
2842.622446,7.604e-25,4,3,247,744
2842.625121,1.896e-22,4,5,744,744
2842.629017,3.578e-28,3,3,245,242
2842.634057,6.589e-27,3,3,245,242
2842.637955,6.896e-28,3,3,245,242
2842.649887,4.729e-28,3,3,245,242
2842.677232,3.298e-26,3,6,752,752
2842.691631,3.268e-27,3,3,744,744
2842.693891,9.236e-29,3,3,245,242
2842.698702,4.087e-26,4,6,752,752
2842.698973,9.692e-27,3,3,245,254
2842.72043,1.435e-28,3,3,245,242
2842.720485,9.982e-25,4,5,744,744
2842.72529,2.152e-25,3,3,239,257
2842.731111,1.1e-24,4,4,247,744
2842.735471,3.966e-26,1,6,752,752
2842.737027,5.213e-28,2,3,247,744
2842.741198,3.208e-28,3,3,245,242
2842.744355,8.742e-25,4,3,247,744
2842.75025,4.423e-24,3,6,752,752
2842.755044,1.246e-22,4,5,744,744
2842.771707,5.554e-28,3,3,245,242
2842.786801,6.773e-29,3,3,245,242
2842.79134,9.207e-27,1,6,752,752
2842.791512,3.191e-24,3,6,752,752
2842.792091,4.265e-25,3,3,239,257
2842.794548,6.835e-29,3,3,245,242
2842.820991,1.724e-27,3,3,245,254
2842.824889,2.709e-27,3,3,245,242
2842.829405,2.193e-25,4,6,752,752
2842.835225,6.669e-27,3,3,247,744
2842.83554,1.695e-22,4,5,744,744
2842.839502,1.916e-25,4,6,752,752
2842.844098,2.864e-23,3,4,744,744
2842.845976,9.151e-27,3,3,247,744
2842.873956,1.294e-27,3,3,247,744
2842.879069,8.066e-29,3,3,245,242
2842.90832,4.78e-26,4,3,247,744
2842.910632,4.668e-26,3,6,752,752
2842.916411,5.63e-27,3,3,247,744
2842.924358,1.361e-28,3,3,245,242
2842.924528,7.882e-29,3,3,245,242
2842.929809,5.62e-26,3,6,752,752
2842.933439,3.766e-25,4,3,247,744
2842.938267,1.654e-24,4,5,744,744
2842.943909,2.08e-27,3,6,752,752
2842.953689,1.361e-25,4,3,744,744
2842.954703,5.249e-25,3,3,744,744
2842.955046,2.155e-27,3,6,752,752
2842.955431,6.667e-24,3,4,744,744
2842.956997,9.606e-25,5,3,245,242
2842.965839,5.459e-25,4,5,744,744
2842.974122,5.924e-26,3,6,752,752
2842.977554,5.439e-25,3,3,744,744
2842.978596,4.012e-29,2,3,247,744
2843.002656,5.776e-29,2,3,247,744
2843.008702,5.341e-26,4,6,752,752
2843.013395,9.327e-25,3,3,239,257
2843.018483,2.629e-27,3,3,245,242
2843.024099,1.124e-24,4,5,744,744
2843.024674,5.62e-25,3,3,239,257
2843.030812,3.735e-25,3,3,239,257
2843.049258,2.295e-23,4,5,744,744
2843.050831,4.575e-27,3,3,245,242
2843.07756,1.583e-24,4,5,744,744
2843.088768,3.368e-27,3,3,245,242
2843.089381,3.232e-22,4,5,744,744
2843.093342,2.085e-25,3,3,239,257
2843.09567,4.643e-28,3,3,245,254
2843.098184,3.394e-27,1,6,752,752
2843.098238,3.091e-28,3,3,245,242
2843.105041,2.74e-28,3,3,245,242
2843.114898,5.932e-26,4,3,744,744
2843.117361,3.846e-25,3,3,239,257
2843.128021,1.117e-24,4,5,744,744
2843.135798,5.509e-26,1,5,752,752
2843.150149,3.175e-26,3,6,752,752
2843.15214,2.341e-23,4,5,744,744
2843.15497,9.421e-28,3,3,245,242
2843.154998,9.242e-28,3,3,744,744
2843.159908,9.852e-25,5,3,245,242
2843.174933,1.084e-24,3,3,239,257
2843.177117,3.31e-24,3,6,752,752
2843.183148,2.256e-24,4,4,247,744
2843.192631,3.245e-24,3,4,744,744
2843.194231,5.301e-25,3,3,239,257
2843.194546,1.075e-26,3,3,245,254
2843.198225,1.047e-28,3,3,245,242
2843.20305,7.267e-25,4,3,247,744
2843.209844,4.602e-26,3,3,247,744
2843.22474,2.094e-28,3,3,245,242
2843.235321,2.796e-27,3,3,245,242
2843.236012,4.089e-27,3,3,245,254
2843.241354,1.589e-28,3,3,245,242
2843.264629,2.907e-24,3,4,744,744
2843.273554,7.27e-25,4,5,744,744
2843.280045,4.866e-24,3,6,752,752
2843.288253,3.647e-25,3,3,239,257
2843.299457,4.5e-26,3,3,247,744
2843.300464,4.513e-25,4,3,247,744
2843.310532,4.811e-24,3,6,752,752
2843.315899,3.551e-24,4,5,744,744
2843.320229,5.747e-23,3,5,744,744
2843.322008,9.113e-29,3,3,245,242
2843.327343,4.575e-28,3,3,245,242
2843.365858,1.703e-22,4,5,744,744
2843.4025,1.5e-26,3,3,247,744
2843.406445,1.368e-28,2,3,247,744
2843.407458,2.001e-27,3,3,245,242
2843.41575,1.318e-27,3,3,245,242
2843.420089,1.449e-25,4,5,744,744
2843.422667,5.482e-26,3,6,752,752
2843.438717,2.26e-25,3,3,239,257
2843.441167,1.87e-22,4,5,744,744
2843.452089,3.11e-27,3,3,245,242
2843.467284,6.444e-23,4,5,744,744
2843.469503,2.366e-27,1,6,752,752
2843.475789,4.03e-26,3,6,752,752
2843.478227,2.432e-26,3,3,245,242
2843.480155,2.408e-26,3,3,247,744
2843.484151,1.662e-25,3,3,744,744
2843.487236,1.221e-25,3,3,744,744
2843.488758,1.151e-27,3,3,245,242
2843.494292,1.316e-27,3,3,247,744
2843.496615,9.175e-26,5,3,245,242
2843.499198,7.091e-24,4,5,744,744
2843.505009,9.501e-27,3,6,752,752
2843.513989,6.342e-29,3,3,245,242
2843.514826,5.707e-26,3,3,744,744
2843.531559,1.375e-26,3,3,247,744
2843.542836,8.419e-26,3,3,744,744
2843.54354,1.773e-26,3,3,245,242
2843.561855,1.443e-29,1,5,752,752
2843.56884,1.44e-29,1,5,752,752
2843.573664,2.149e-23,4,4,744,744
2843.578077,8.436e-26,5,3,245,242
2843.580493,3.673e-24,4,5,744,744
2843.594055,3.645e-28,3,3,245,242
